course_run_id,learner_id
5,6165
5,7250
5,7531
5,589
5,538
5,2897
5,9120
5,4965
5,2689
5,8052
5,7056
5,2203
5,5119
5,6374
5,7986
5,1792
5,9320
5,8037
5,9073
5,8837
5,9375
5,7697
5,7797
5,9211
5,2560
5,8301
5,913
5,6412
5,4315
5,8105
5,9683
5,6189
5,5779
5,4660
5,5250
5,1006
5,461
5,9674
5,739
5,2100
5,6003
5,5715
5,9567
5,440
5,5591
5,6235
5,1594
5,7014
5,5654
5,5855
5,6749
5,5755
5,924
5,4001
5,4056
5,3844
5,5113
5,9708
5,1391
5,1073
5,4995
5,1875
5,5531
5,2781
5,322
5,8821
5,5343
5,612
5,7551
5,6921
5,9306
5,8433
5,6900
5,4368
5,334
5,7695
6,9633
6,364
6,5185
6,6188
6,9344
6,6394
6,5282
6,9380
6,1601
6,8001
6,1639
6,3373
6,5504
6,8138
6,8237
6,5563
6,2730
6,4907
6,5952
6,7143
6,3305
7,8142
7,1234
7,8779
7,3507
7,4708
7,4344
7,778
7,4871
7,9396
7,6586
7,3700
7,1506
7,9473
7,1552
7,9697
7,5518
7,4478
7,1102
7,9280
7,8700
7,7786
7,6997
7,3436
7,5690
7,1256
7,4945
7,8268
7,4913
7,7092
7,8846
7,5133
7,3278
7,6788
7,6591
7,4116
7,8443
7,7425
7,8971
7,2958
7,304
7,8457
7,3056
7,9451
7,8178
7,3489
7,7656
7,4389
7,8728
7,7106
7,9275
7,981
7,8556
7,3287
7,5968
7,7577
7,2420
7,3938
7,2465
7,4919
7,7133
7,6721
7,5220
7,1055
7,3335
7,6757
7,4373
7,4702
7,2631
7,4201
7,9850
7,3868
7,6649
7,3907
7,1860
7,2456
7,3144
7,453
7,4023
7,5087
7,7604
7,7952
7,9172
7,7145
7,6914
7,606
7,3309
7,2610
7,4468
7,2235
7,477
7,4233
7,4551
7,9022
7,2883
7,691
7,7960
7,326
7,906
7,1375
7,5143
7,9856
7,4882
7,1041
7,6668
7,5954
7,1479
7,6502
7,2302
7,3867
7,1833
7,9354
7,8196
7,1976
7,8551
7,9509
7,8605
7,4125
7,8133
7,1478
7,3900
7,9827
7,2003
7,5134
7,5395
7,9573
7,6388
7,3865
7,6928
7,3571
7,2363
7,1750
7,2869
7,3507
7,4498
7,7200
7,6690
7,4166
7,9658
7,916
7,8034
7,8740
7,6139
7,1850
7,5185
7,8941
7,6943
7,7780
7,4036
7,4550
7,2374
7,5947
7,7786
7,6025
7,5049
7,345
7,9925
7,570
7,895
7,3926
7,4144
7,9055
7,6302
7,5067
7,5945
7,1999
7,8763
7,3872
7,7248
7,6364
7,128
8,6438
8,4186
8,4929
8,1478
8,3857
8,4872
8,3446
8,2625
8,7190
8,5196
8,6656
8,555
8,4489
8,1312
8,8055
8,7718
8,6765
8,5451
8,6920
8,1644
8,2627
9,4275
9,8295
9,1087
9,5764
9,6895
9,9865
9,8973
9,5353
9,7426
9,448
9,853
9,3010
9,7264
9,2229
9,50
9,6564
9,3278
9,5006
9,5140
9,9434
9,1347
9,1815
9,2585
9,4089
9,8460
9,2131
9,9732
9,6722
9,5233
9,7397
9,7837
9,2187
9,4270
9,2842
9,9716
9,5367
9,4616
9,3254
9,1382
9,6791
9,6022
9,2980
9,6447
9,6182
9,9345
9,3677
9,339
9,376
9,9150
9,3747
9,1457
9,7576
9,3248
9,4289
9,2764
9,815
9,6570
9,7027
9,9836
9,4262
9,2445
9,1459
9,6028
9,2787
9,9293
9,1922
9,231
9,8615
9,7129
9,7433
9,8096
9,1941
9,3677
9,3328
9,3121
9,4361
9,4717
9,8096
9,6259
9,2133
9,7066
9,3385
9,9831
9,3531
9,4636
9,3102
9,6853
9,2955
9,6693
9,2391
9,471
9,4754
9,4289
9,3858
9,7388
9,4068
9,6056
9,9550
9,7506
9,1404
9,169
9,7682
9,2182
9,5296
9,6513
9,3476
9,6283
10,6935
10,9784
10,4198
10,1196
10,1561
10,9125
10,962
10,853
10,5453
10,3847
10,7715
10,5804
10,9934
10,9801
10,745
10,87
10,4155
10,8266
10,6241
10,4956
10,6466
10,6076
10,2166
10,9167
10,673
10,9510
10,2938
10,4264
10,2783
10,8253
10,8074
10,5557
10,7669
10,2161
10,1468
10,5198
10,8690
10,7093
10,2323
10,4266
10,1914
10,5132
10,723
10,2095
10,8179
10,4603
10,5907
10,7046
10,4635
10,4312
10,4321
10,8470
10,5128
10,7139
10,2703
10,5169
10,8049
10,2478
10,9104
10,7208
10,871
10,3095
10,2435
10,894
10,3766
10,3000
10,587
10,7704
10,4263
10,2679
10,7653
10,7150
10,1900
10,8108
10,668
10,7233
10,5841
10,9189
10,7949
10,7499
10,8077
10,1843
10,2425
10,2025
10,5727
10,1533
10,3337
10,4654
10,2959
10,2757
10,8335
10,4469
10,9228
10,9595
10,3479
10,9560
10,67
10,8618
10,9351
10,2958
10,6822
10,1258
10,4033
10,8161
10,1545
10,5384
10,425
10,4657
10,1998
10,6458
10,6120
10,9672
10,1737
10,5300
10,2519
10,473
10,1328
10,7540
10,7861
10,7439
10,4412
10,9735
10,95
10,5397
10,718
10,7423
10,5323
10,9325
10,2118
10,3463
10,797
10,4635
10,5294
10,909
10,1158
10,8964
10,9867
10,6248
10,1516
10,6534
10,4180
10,2916
10,3933
10,6535
10,1461
10,336
10,3411
10,2669
10,6365
10,6592
10,4668
10,2525
10,1975
10,4891
10,8042
10,7083
10,5080
10,9887
10,2151
10,5882
10,1574
10,6020
10,8399
10,3274
10,8021
10,7298
10,6358
10,7805
10,4398
10,9225
10,9835
10,6931
10,1478
10,6922
10,6033
10,3053
10,7112
10,6979
10,1522
10,662
10,8410
11,5599
11,7594
11,3673
11,2540
11,8115
11,8638
11,8596
11,1375
11,4762
11,7671
11,7165
11,1297
11,7825
11,4921
11,2434
11,2093
11,4921
11,4073
11,8570
11,7007
11,4841
11,9314
11,781
11,9027
11,1253
11,738
11,8411
11,1763
11,8366
11,6961
11,6766
11,1548
11,7612
11,9313
11,4151
11,5823
11,4175
11,9593
11,1339
11,8248
11,266
11,1866
11,7583
11,2941
11,2985
11,6438
11,741
11,1364
11,6819
11,4876
11,5143
12,9620
12,7454
12,7371
12,4342
12,5592
12,3066
12,3458
12,3032
12,1281
12,9896
12,4248
12,1742
12,7107
12,8755
12,293
12,95
12,6470
12,1911
12,217
12,2813
12,7817
12,7539
12,6637
12,9861
12,7974
12,4961
12,5910
12,6471
12,4958
12,1435
12,2049
12,2213
12,227
12,3126
12,1833
12,260
12,3083
12,439
12,3428
12,7882
12,2378
12,3961
12,7139
12,8824
12,3127
12,1410
12,4930
12,7592
12,2427
12,7765
12,6912
12,357
12,1908
12,2721
12,2497
12,7295
12,7947
12,7724
12,321
12,7364
12,9588
12,3975
12,3298
12,4830
12,9329
12,6418
12,834
12,5469
13,129
13,1682
13,7074
13,6810
13,8121
13,9480
13,9762
13,9081
13,4764
13,606
13,7987
13,6548
13,7964
13,8410
13,9683
13,7993
13,3799
13,994
13,8655
13,311
13,6914
13,9443
13,5174
13,9064
13,1040
13,4388
13,6834
13,7755
13,1915
13,8106
13,5681
13,7345
13,7147
13,340
13,2643
13,4718
13,3149
13,7688
13,5633
13,7178
13,3802
13,8317
13,3599
13,9628
13,5556
13,9864
13,7675
13,2148
13,4806
13,6395
13,6829
13,5902
13,7738
13,2654
13,3394
13,4627
13,1412
13,7911
13,2115
13,2839
13,3268
13,2561
13,9924
13,8063
13,1653
13,6815
13,8089
13,4975
13,3845
13,3431
13,9123
13,770
13,297
13,5878
13,4273
13,5849
13,2598
13,2862
13,8248
13,523
13,1043
13,5533
13,7055
13,1867
13,3714
13,1977
13,9207
13,3671
13,7968
13,4224
13,5575
13,5820
13,764
13,9126
13,4382
13,2476
13,8444
13,9900
13,1706
13,826
13,7173
13,7489
13,1817
13,1734
13,9988
13,1669
13,9215
13,687
13,8311
13,1727
13,2736
13,1934
13,3365
13,5925
13,2572
13,4786
13,7233
13,8288
13,8165
13,1626
13,2527
13,5959
13,5482
13,2257
13,2014
13,3307
13,7194
13,6811
13,107
13,4019
13,7760
13,5592
13,4698
13,8274
13,2805
13,1396
13,4358
13,6101
13,6799
13,5908
13,4021
13,2483
13,8677
13,6909
13,3738
13,2260
13,7025
13,6773
13,6706
13,7516
13,8456
13,5927
13,487
13,7251
13,2385
14,162
14,8476
14,1140
14,1389
14,5542
14,5157
14,6580
14,2692
14,7111
14,1007
14,6443
14,607
14,2473
14,9413
14,947
14,8516
14,4845
14,6869
14,6586
14,9070
14,4986
14,5139
14,5638
14,129
14,4583
14,8647
14,2406
14,6618
14,7310
14,3360
14,8919
14,7244
14,5656
14,6627
14,3232
14,4940
14,1380
14,605
14,8805
14,5480
14,6389
14,2064
14,8527
14,8860
14,4651
14,3501
15,1520
15,8383
15,9040
15,5115
15,8541
15,5582
15,2621
15,383
15,456
15,8846
15,9707
15,4238
15,3954
15,4979
15,6926
15,8278
15,1809
15,982
15,6110
15,4255
15,8314
15,5807
15,2028
15,782
15,2043
15,7352
15,4881
15,9378
15,85
15,7424
15,5553
15,3868
15,9528
15,9266
15,8737
15,9757
15,3831
15,5739
15,4902
15,4661
15,9384
15,2293
15,6187
15,8514
15,4057
15,1724
15,5371
15,8461
15,9541
15,3154
15,5919
15,7443
15,1605
15,2401
15,6974
15,6751
15,1342
15,1511
15,1018
15,6961
15,2130
15,7802
15,3519
15,7309
15,1279
15,6050
15,8622
15,6598
15,9637
15,9158
15,8502
15,6468
15,4320
15,9573
15,8172
15,6937
15,7210
15,8020
15,6830
15,2668
15,2364
15,8286
15,2082
15,7942
15,7499
15,2119
15,8408
15,8669
15,1934
15,3483
15,7461
15,7755
15,534
15,2569
15,9159
15,6051
15,1945
15,9856
15,6694
15,1807
15,1980
15,6055
15,9367
15,4744
15,659
15,8565
15,2511
15,1929
15,6086
15,4995
15,6135
15,4968
15,4816
15,7961
15,458
15,2340
15,2328
15,9660
15,6910
15,797
15,4999
15,4644
15,3532
15,2999
15,8008
15,34
15,2004
15,8970
15,5712
15,1106
15,732
15,6841
15,7883
15,9389
15,5074
15,9269
15,7411
15,5534
15,6181
15,7786
15,9923
15,2175
15,2269
15,8270
15,7551
15,7371
15,7357
15,2440
15,5328
15,1463
15,6711
15,6344
15,3814
15,6478
15,5554
15,8863
15,750
15,7259
15,4544
16,1450
16,2713
16,406
16,9371
16,5060
16,9192
16,2028
16,9164
16,1395
16,3152
16,8877
16,9451
16,866
16,9342
16,8548
16,3103
16,7796
16,8235
16,305
16,1970
16,8713
16,2944
16,310
16,4504
16,3371
16,4018
16,9495
16,7278
16,1386
16,8741
16,9942
16,5249
16,6583
16,9648
16,737
16,8052
16,381
16,5569
17,7160
17,2957
17,6798
17,394
17,8649
17,5199
17,6258
17,4213
17,1491
17,1878
17,1627
17,8876
17,2755
17,4675
17,2359
17,2992
17,4187
17,1468
17,2526
17,5026
17,6672
17,2772
17,965
17,5329
17,2973
17,445
17,958
17,4882
17,6388
17,1617
17,5243
17,2334
17,6763
17,5311
17,4225
17,6152
17,1981
17,849
17,3318
17,3925
17,9781
17,9601
17,3874
17,8076
17,8333
17,8264
17,6308
17,1885
17,4412
17,993
17,5215
17,7615
17,9062
17,6669
17,1072
17,7932
17,473
17,6676
17,3829
17,305
17,4409
17,9077
17,9603
17,1663
17,4035
17,9088
17,2057
17,4990
17,9310
17,6664
17,7306
17,1374
17,8199
17,3333
17,2332
17,6116
17,8854
17,2755
17,4016
17,8806
17,6942
17,9095
17,7401
17,684
17,16
17,7612
17,4739
17,2742
17,8
17,985
17,7900
17,4477
17,9795
17,4110
17,6228
17,5757
17,3485
17,9587
17,8361
17,4609
17,745
17,2644
17,8750
17,9225
17,1145
17,4925
17,1469
17,6476
17,2014
17,2288
17,9117
17,4578
17,7077
17,3454
17,8270
17,5215
17,5613
17,4282
17,7417
17,4473
17,4029
17,5269
17,5597
17,3450
17,7533
17,9822
17,5381
17,260
17,2190
17,33
17,9974
17,7807
17,70
17,156
17,2843
17,6769
17,9106
17,8011
17,6435
17,8816
17,1329
17,1270
17,8825
17,507
17,7293
17,2022
17,5783
17,6166
17,9851
17,5864
17,6336
17,2903
17,138
17,2044
17,7580
17,6069
17,3161
17,7283
17,153
17,3629
17,324
17,4606
18,5862
18,3137
18,1474
18,4967
18,3623
18,3838
18,8090
18,5947
18,602
18,4599
18,8074
18,9929
18,3425
18,116
18,3212
18,6489
18,1817
18,4544
18,9324
18,8197
18,8093
18,2793
18,9040
18,3174
18,9268
18,9879
18,9259
18,2875
18,1070
18,9636
18,2101
18,1065
18,2087
18,4253
18,9337
18,3734
18,8570
18,4494
18,3143
18,378
18,8731
18,4143
18,9176
18,7437
18,32
18,6997
18,849
18,5292
18,7086
18,6666
18,4489
18,1994
18,8491
18,7644
18,8119
18,5922
18,8474
18,712
18,3678
18,769
18,4553
18,6882
18,8723
18,7354
18,5181
18,84
18,6420
18,3188
18,5483
18,1340
18,9368
18,415
18,3696
18,6943
18,1219
18,4095
18,3225
18,2694
18,5394
18,5092
18,1029
18,1584
18,456
18,7863
18,7077
18,393
18,9708
18,5477
18,4102
18,4049
18,1766
18,7759
18,3905
18,5583
18,891
18,5465
18,8514
18,3878
18,1194
18,9829
18,7184
18,1567
18,7314
18,9485
18,2045
18,1401
18,994
18,546
18,6183
18,5132
18,1065
18,2089
18,1015
18,7240
18,897
18,4939
18,7075
18,1077
18,1668
18,914
18,9162
18,855
18,4831
18,6249
18,6581
18,1570
18,6735
18,3819
18,9823
18,173
18,7428
18,6290
18,7605
18,7014
18,1659
18,5564
18,425
18,7439
18,8474
18,5377
18,9630
18,3153
18,1769
18,1682
18,201
18,9751
18,1106
18,9713
18,3172
18,9391
18,2064
18,8337
18,4198
18,5822
18,6897
18,7887
18,7284
18,3046
18,3983
18,2255
18,722
18,991
18,2091
18,5106
18,9576
18,7140
18,8407
18,5861
18,5098
18,9562
18,8866
18,2385
18,2415
18,7692
18,5057
18,9884
18,5618
18,4768
18,6042
18,132
18,8481
18,9608
18,2369
18,939
19,3889
19,8308
19,9166
19,894
19,6915
19,5633
19,3201
19,3282
19,3297
19,1120
19,5595
19,3102
19,7794
19,7657
19,9826
19,5425
19,9476
19,9274
19,5499
19,4909
19,6859
19,5384
19,2658
19,1717
19,7443
19,691
19,8125
19,3594
19,60
19,3654
19,3772
19,7643
19,3492
19,3916
19,7876
19,5431
19,6158
19,3363
20,6558
20,3018
20,110
20,5944
20,162
20,1208
20,5863
20,491
20,9088
20,1887
20,2333
20,4760
20,7215
20,3185
20,9595
20,5896
20,719
20,486
20,3262
20,3241
20,4654
20,2853
20,3587
20,4292
20,2855
20,5567
20,9085
20,4029
20,2925
20,3211
20,352
20,2884
20,4289
20,1657
20,343
20,2248
20,6208
20,1818
20,5544
20,3444
20,4998
20,7474
20,3934
20,6056
20,6100
20,2807
20,8633
20,7106
20,1071
20,1941
20,2366
20,2142
20,3107
20,3140
20,8725
20,6196
20,6131
20,5209
20,9823
20,7037
20,4006
20,756
20,9622
20,3098
20,8773
20,4819
20,2434
20,5368
20,4049
20,872
20,4588
20,2071
20,8327
20,9569
20,8011
20,3428
20,1333
20,7711
20,1062
20,2743
20,8333
20,6358
20,8342
20,6131
20,8168
20,8501
20,7606
20,2932
20,5272
20,6125
20,8609
20,7918
20,8106
20,7762
20,4396
20,9522
20,6569
20,9567
20,599
20,3394
20,3596
20,3325
20,7406
20,3840
20,6486
20,3581
20,5013
20,6963
20,6178
20,9361
20,2575
20,6129
20,4170
20,9020
20,1388
20,2200
20,1376
20,4834
20,7282
20,8500
20,5760
20,3771
20,9567
20,674
20,7622
20,8392
20,5511
20,6981
20,7391
20,7660
20,7086
20,6700
20,6021
20,8151
20,5194
20,4473
20,6264
20,404
21,2942
21,7236
21,3830
21,4351
21,1243
21,5883
21,1350
21,4825
21,8220
21,8401
21,8956
21,1280
21,4528
21,3731
21,1612
21,1942
21,1168
21,5902
21,627
21,8946
21,3281
21,5468
21,3221
21,5394
21,4096
21,4959
21,4496
21,3123
21,9896
21,2258
21,8898
21,4278
21,139
21,4906
21,4617
21,5679
21,6616
21,6647
21,9501
21,194
21,7733
21,8399
21,2445
21,6512
21,3728
21,3717
21,3438
21,7773
21,3829
22,8451
22,9617
22,9054
22,7679
22,7559
22,5581
22,1406
22,5129
22,3077
22,7025
22,6843
22,3433
22,7187
22,7372
22,9149
22,493
22,6139
22,2276
22,9461
22,2102
22,5006
22,158
22,8188
22,5810
22,5567
22,3694
22,6867
22,6974
22,6608
22,8808
22,4909
22,5342
22,9616
22,380
22,9299
22,527
22,2279
22,2518
22,5410
22,9309
22,9879
22,9958
22,9402
22,6404
22,6247
22,3345
22,6400
22,1043
22,8757
22,6331
22,3085
22,7778
22,1779
22,5387
22,9330
22,7397
22,4991
22,1527
22,2808
22,1709
22,9058
22,2910
22,525
22,9885
22,8005
22,439
22,3058
22,3260
22,1138
22,6322
22,4650
22,3373
22,3818
22,4769
22,8591
22,1146
22,7449
22,941
22,6039
22,8495
22,180
22,2815
22,5353
22,6731
22,6407
22,2572
22,1814
22,2115
22,8789
22,6855
22,7835
22,1126
22,6373
22,3382
22,2128
22,3369
22,5075
22,7081
22,7778
22,2601
22,9891
22,9422
22,5084
22,9625
22,3325
22,8232
22,7519
22,4512
22,3304
22,121
22,2337
22,7302
22,1048
22,6541
22,9909
22,4044
22,8615
22,5388
22,9326
22,8043
22,7539
22,7580
22,9439
22,640
22,1492
22,4717
22,7476
22,5681
22,4873
22,6407
22,2869
22,6800
22,4081
22,2942
22,7079
22,7501
22,6302
22,3005
22,9316
22,1565
22,6447
22,715
22,3927
22,2587
22,4485
22,8810
22,4782
22,1093
22,3559
22,8085
22,6738
22,9057
22,1986
22,6041
22,1253
22,1723
22,8264
22,5341
22,6719
22,7388
22,2700
22,4141
22,3397
23,8291
23,731
23,7572
23,437
23,1199
23,7567
23,6244
23,5630
23,6542
23,3185
23,6499
23,618
23,175
23,4105
23,1878
23,2236
23,5359
23,7606
23,7942
23,7558
23,1117
23,1352
23,8985
23,3969
23,7171
23,2297
23,7713
23,4573
23,2643
23,2794
23,295
23,9944
23,1646
23,2903
23,4819
23,2034
23,8759
23,6403
23,2759
23,1271
23,183
23,4476
23,2514
23,7219
23,5866
23,2915
23,3549
23,564
23,8721
23,3541
23,7242
23,782
23,8566
23,1684
23,6399
23,5051
23,7274
23,858
23,9800
23,76
23,797
23,6183
23,3305
23,4091
23,6138
23,3908
23,3276
23,1497
23,262
23,6908
23,457
24,238
24,5523
24,3148
24,1035
24,3613
24,1582
24,2750
24,2736
24,721
24,6810
24,8396
24,1764
24,5359
24,5286
24,9208
24,3105
24,3393
24,8875
24,6472
24,7010
24,1979
24,3807
24,3502
24,1734
24,5842
24,5298
24,2844
24,245
24,6588
24,5181
24,196
24,6376
24,3485
24,7516
24,3606
24,1081
24,4562
24,6045
24,719
24,1103
24,3580
24,6735
24,4940
24,9811
24,8185
24,1668
24,8784
24,9325
24,2809
24,4127
24,1552
24,9828
24,5314
24,6366
24,2177
24,5440
24,2872
24,5209
24,7899
24,1106
24,5490
24,289
24,9970
24,9585
24,7354
24,6264
24,8372
24,3808
24,8248
24,9625
24,217
24,3811
24,347
24,2032
24,5060
24,3873
24,7020
24,3990
24,1300
24,981
24,2253
24,6136
24,8171
24,4859
24,3309
24,2484
24,6156
24,3348
24,621
24,3900
24,9798
24,7270
24,5385
24,2199
24,4556
24,5202
24,648
24,8533
24,6797
24,4726
24,388
24,3752
24,5427
24,5615
24,3969
24,3372
24,8836
24,885
24,4068
24,3644
24,9962
24,6250
24,8543
24,5269
24,3007
24,7247
24,99
24,1058
24,8055
24,1146
24,3153
24,853
24,2318
24,3345
24,2057
24,1503
24,2845
24,9709
24,8992
24,3348
24,3871
24,8313
24,1280
24,6983
24,7652
24,5103
24,2689
24,3236
24,4012
24,6947
24,2890
24,9926
24,4079
24,4966
24,4675
24,9444
25,7344
25,3299
25,4454
25,7883
25,1310
25,5891
25,6524
25,6188
25,2748
25,7712
25,7231
25,6925
25,8278
25,9984
25,7101
25,2553
25,7897
25,324
25,6249
25,7002
25,1363
25,4918
25,9751
25,8801
25,2503
25,9057
25,2878
25,4215
25,6233
25,7596
25,5011
25,7431
25,4640
25,6146
25,9210
25,9929
25,7878
25,1178
25,5459
25,2238
25,7688
25,3206
25,2535
25,3106
25,68
25,210
25,8203
25,6131
25,8051
25,6628
25,6812
25,6465
25,6113
25,6292
25,8020
25,5043
25,9638
25,1167
25,6697
25,636
25,2039
25,6304
25,9266
25,2660
26,3182
26,7148
26,4182
26,5711
26,8349
26,8005
26,6032
26,945
26,6313
26,6947
26,4043
26,3970
26,7827
26,565
26,5921
26,462
26,2422
26,4281
26,9919
26,7462
26,2414
26,4166
26,4053
26,9865
26,9475
26,2644
26,202
26,1912
26,1512
26,6297
26,6515
26,9603
26,1316
26,8495
26,3093
26,6929
26,2716
26,6993
26,4143
26,4951
26,8202
26,8735
26,6271
26,9602
26,5045
26,6743
26,1456
26,1790
26,9381
26,5642
26,2338
26,4407
26,3432
26,6520
26,5047
26,105
26,2759
26,8056
26,25
26,1587
26,1144
26,6845
26,8600
26,6829
26,4724
26,7060
26,2795
26,2890
26,6138
26,3053
26,2200
26,3244
26,7970
26,2981
26,8234
26,1806
26,7383
26,9291
26,3482
26,3041
26,3292
26,966
26,2993
26,3143
26,4249
26,6697
26,7220
26,1789
26,2721
26,1307
26,4802
26,1404
26,6188
26,2042
26,4534
26,1052
26,5605
26,486
26,9595
26,3846
26,7829
26,7949
26,1651
26,155
26,1000
26,4359
26,118
26,9542
26,685
26,1586
26,3458
26,8557
26,118
26,6154
26,9879
26,8520
26,4355
26,7961
26,7753
26,5521
26,9902
26,7036
27,5514
27,6074
27,5620
27,5164
27,3925
27,5918
27,6528
27,6200
27,937
27,5833
27,5410
27,1641
27,50
27,7486
27,6583
28,2275
28,420
28,9861
28,2013
28,8693
28,4578
28,4072
28,6036
28,7404
28,7785
28,8436
28,6768
28,3079
28,51
28,5278
28,272
28,5901
28,749
28,5333
28,7279
28,3826
28,9941
28,7938
28,6556
28,1333
28,5707
28,7010
28,7800
28,1645
28,6305
28,4814
28,9947
28,3196
28,2345
28,8520
28,9369
28,8267
28,520
28,2094
28,8158
28,1426
28,4937
28,8990
28,7648
28,2753
28,7311
28,1895
28,7899
28,8858
28,3946
28,3987
28,3467
28,2792
28,1465
28,1728
28,7125
28,478
28,2625
28,5349
28,6283
28,4593
28,3610
28,4220
28,7803
28,2016
28,2224
28,8757
28,8060
29,1481
29,5452
29,3666
29,9436
29,9841
29,1059
29,5623
29,6176
29,6252
29,9206
29,7159
29,3823
29,3662
29,4244
29,1895
29,4767
29,1436
29,1824
29,1460
29,5574
29,9702
29,3082
29,1902
29,9385
29,6025
29,2087
29,5134
29,6229
29,9452
29,27
29,5092
29,1013
29,9667
29,8775
29,3110
29,6359
29,6941
29,5237
29,5980
29,2069
29,8515
29,9856
29,9679
29,3639
29,1746
29,6476
29,150
29,8819
29,7546
29,5176
29,2370
29,4863
29,3586
29,8189
29,7467
29,2415
29,9854
29,4643
29,2389
29,562
29,9812
29,5245
29,5060
29,8230
29,2022
29,4480
29,9403
29,7836
29,3534
29,8110
29,4775
29,6171
29,963
29,5458
29,2501
29,3450
29,3687
29,861
29,2933
29,7987
29,6419
29,4900
29,2608
29,353
29,8977
29,6427
29,5528
29,6921
29,7756
29,5706
29,6412
29,6407
29,1176
29,8648
29,4637
29,4626
29,3196
29,8978
29,6451
29,1594
29,2144
29,5298
29,9509
29,886
29,4981
29,7496
29,2681
29,9456
29,2253
29,7239
29,7904
29,4769
29,2372
29,3436
29,3573
29,3205
29,149
29,5934
29,9431
29,1670
